Company Name,Description,Address,Telephone Number,Fax Number,Telex Number,Website,Email Address,Category
Laissez Faire Co,"Boat chartering, catering services, 24 hours motor launch, ferry services for outer island construction sites, high-speed ferry services. ","M46, M/F,
Sino Centre,
582-592 Nathan Rd,
Kowloon,
Hong Kong.","(852) 2770-8066
(852) 2770-4346",(852) 2782-5366,,http://www.laissezfaire.com.hk/,info@laissezfaire.imsbiz.com.hk, Passenger Ferry Services
Langton Ship Mangagement Ltd,"Commercial and Technical Management, Project Management and Shipping Investment Services to Shipowners, Resource Companies, the Shipping Finance and Investment communities.","3601-10, 36th Floor, 
118, Connaught Road West,
Sai Ying Pun,
Hong Kong. ",(852) 2153-9400,(852) 2155-1911 ,,http://www.langtonshipping.com,laxman@langtonshipping.com, Ship Management
Lapton Freight International Ltd.,We handle Air / Ocean / Road / Logistics service between major cities in China and around the world.,"Rm A3, 8/F, 
Block A,
HK Industrial Centre,
489-491 Castle Peak Road
Kowloon,
Hong Kong. ",(852) 2789-1128,(852) 2789-2860 ,,http://www.lapton-freight.com.hk,rayngan@lapton-freight.com.hk, Freight Forwarders/Logistics
Leung Wan Kee Shipyard Limited,"Shipbuilding & Yacht Repairing, Conversion, Renovation/Internal Decoration, Re-engine, Engineering services.","Lot 11,
Tam Kon Shan Road,
Tsing Yi,
New Territories,
Hong Kong. ",(852) 2495-1103,(852) 2433-0119,,,eng@leungwankee.com.hk, Shipyards/Ship Repairers
Lincon Marine Supply Service Limited,"Motor rewound and Supply, Engine Part Recondition, Valve, Pump Supply and Other ship repair / rename service.","Rm 3-4, 1/F.,
Ming Fat Industrial Centre,
1 Kin Fat Street,
Tuen Mun,
Hong Kong. ",(852) 2462-7998 ,(852) 2467-5114,,http://www.linconsupply.com,info@linconsupply.com, Marine Suppliers (Equipment)
Littlewoods,We provide legal advice on all aspects of maritime law including carriage of goods by sea and marine insurance. ,"14th Floor,
Hang Seng Mongkok Bldg,
677 Nathan Road,
Kowloon,
Hong Kong.",(852) 2397-3354,(852) 2390-3354,,http://www.littlewoodshk.com,blittle@netvigator.com, Maritime Law Firms
Lockton Companies (Hong Kong) Ltd,"A leading provider of risk consulting and insurance broking services for Hull, Cargo, P&I and Marine Liability.","9/F, PCCW Tower,
Taikoo Place, 
979 King's Road,
Island East,
Hong Kong.",(852) 2250-2896,(852) 2250-2838,,http://www.lockton-asia.com,irene.tong@asia.lockton.com, Maritime Insurance 
Logwin Air & Ocean Far East Ltd,Global International Freight Forwarding and 3rd Part Contract Logisitcs Provider. Founded in Germany in 1877. In Hong Kong since 1972.,"Suite 2708, 27/F,
Skyline Tower, 
39 Wang Kwong Road,
Kowloon Bay,
Hong Kong.",(852) 2827-8318,(852) 3190-2101,,http://www.logwin-logistics.com,friendly.yuen@logwin-logistics.com, Freight Forwarders/Logistics
London Offshore Consultants (Hong Kong) Ltd,"LOC is an independent marine and engineering consultancy and survey organisation, providing services to the shipping and offshore energy industries","Unit E, 14th Floor,
Neich Tower,
128 Gloucester Road,
Wanchai,
Hong Kong.",(852) 2851-3028,(852) 2851-3330,,http://www.loc-group.com,hongkong@loc-group.com," Maritime Consultancy, Surveyors"
Lubeca Marine Agency (HK) Ltd,"Port agency service in H.K. crew change, spare part handling, dry docking and repair work.","Room 6A, 6/F,
Foo Cheong Building,
82-86 Wing Lok Street,
Sheung Wan,
Hong Kong.",(852) 2810-0600,(852) 2537-1734,,http://www.lubeca-hk.com,lubeca@netvigator.com ," Local Shipping Agents, Ship Management"
"Luen Hing Shipping Co, Ltd","Local shipping agent with over 38 years of experience in tug and barge transportation services in HK, Macau & China.","Rm. 48, 15th Floor,
Man Cheong Building,
Man Cheong St,
Ferry Point,
Kowloon,
Hong Kong.",(852) 2388-0606,(852) 2710-9115,,http://www.lhs.hk,, Shipping Companies
M L P Marine Services Ltd,"Marine consultant, on & off-hire-survey, S & P condition survey, cargo & container survey, draft & bunker survey and loading & stowase survery etc.","Room 305, 
Fat Lee Industrial Building,
17 Hung To Road,
Kwun Tong, 
Kowloon,
Hong Kong.",(852) 2851-3328,(852) 2543-5813,,,mlpma@biznetvigator.com," Maritime Consultancy, Surveyors"
Man Sang (China) Co. Ltd.,"Supply of: general ship stores, provisions. Specialising in: scaler & accessories, rag paper roll, oil sorbent sheet.","Block B, Rm. 203, 2/F.,
Profit Industrial Building,
1-15 Kwai Fung Crescent,
Kwai Chung,
New Territories,
Hong Kong.",(852) 2858-9622,(852) 2858-9569,,http://www.mansangco.com,hk@mansangco.com, Marine Suppliers (General Stores)
Manifest Marketing Ltd.,"SOLAS floatation, inflatables, marine helmets and bump hats. Night vision and thermal imaging. Communication systems and LRAD. Hovercraft.","9/F.,
Shun Feng International Centre,
182 Queen's Road East,
Wan Chai,
Hong Kong.",(852) 2869-5065,(852) 2657-0312,,http://www.manifest-hk.com,info@manifest-hk.com, Marine Suppliers (Equipment)
Marina Container Lines (HK) Ltd,"Sea, air, landside transportation and logistics services. Head Office in Hong Kong, with own offices in major cities in China.","Room 501, 5/F,
Tung Hip Comm. Bldg.,
244-252, 
Des Voeux Road Central,
Hong Kong.",(852) 2369-7613 ,(852) 2377-3638,,http://www.mclhkg.com.hk,ericmswong@mclhkg.com.hk, Freight Forwarders/Logistics
Marinasia Limited,Marine cargo survey,"Unit 1D, 5/F,
Block B, 
Mai Hing Ind. Bldg.,
16-18 Hing Yip Street,
Kwun Tong,
Kowloon,
Hong Kong.",(852) 2541-5882 ,(852) 2541-3060,,http://www.marinasia.com.hk/,admin@marinasia.com.hk, Surveyors
Marine Surveys & Engineering Services Ltd,"Pleasure & small commercial craft surveys for UK MCA compliance, pre purchase, insurance & valuation. Damage assessment, machinery failure investigation, etc.","Rm 3208,
Central Plaza,
18 Harbour Road,
Wan Chai,
Hong Kong.",(852) 9388-6475,(852) 2661-6116,,http://www.mseshk.com,mses@fastmail.fm, Surveyors
Maritime Services (HK) Co Ltd,"Legal cases, casualty investigation, marine consultancy, surveying in S&P, P&I, H&M condition, cargo & bunker, etc. ","12B,
Hang Lung House,
184-192, Queen's Rd,
Central,
Hong Kong.",(852) 2851-0266,(852) 2542-2788,,http://www.mscohk.com,msco@netvigator.com," Maritime Consultancy, Surveyors"
Marland Boat Service Ltd.,"Periodic Servicing and Maintenance of Lifeboats, Launching Applicances & On-land Release Gear(MSC.1/Circ.1206/REV.1)","702, 
Fortress Tower,
250 King's Road,
North Point,
Hong Kong.",(852) 2571-9322,(852) 2806-1075,,http://www.mbshk.net,boatservice@marland.com.hk, Marine Suppliers (Equipment)
Marland Technical Services Ltd.,MSC 1206 maker authorised station for lifeboat and davit service. Service area: Hong Kong and all ports of China.,"702, 
Fortress Tower,
250 King's Road,
North Point,
Hong Kong.",(852) 2571-9322,(852) 2806-1075,,http://www.marland.com.hk,boatservice@marland.com.hk, Shipyards/Ship Repairers
Marlow Shipmanagement (HK) Ltd,"Providing high quality and cost effective ship management services. Technical and crew management, newbuilding supervision, s&p inspection and consultancy. ","Suite 05, 25/F,
Pacific Plaza,
410 Des Voeux Road West,
Hong Kong.",(852) 2866-1314,(852) 2866-2792,,http://www.marlow.com.hk,marlow@marlow.com.hk, Ship Management
Marsco Hexol International Ltd,PPE and safety equipment.  Provide consultation in International Arbitration and mediation services.,"Room 1207,
Yu Sung Boon Building,
107 - 111 Deo Voeux Road,
Central,
Hong Kong.",(852) 2527-3380,(852) 2520-1526,,http://www.kittiwake.com,hokcfrancis@gmail.com, Marine Suppliers (Equipment)
Marsh (Hong Kong) Ltd,"Specialised in all classes of insurance broking service including marine hull, war, cargo, P&I and other marine liability insurance.","26/F,
Central Plaza,
18 Harbour Road,
Wan Chai,
Hong Kong.",(852) 2301-7000,(852) 2513-7135,,http://www.marsh.com,Charles.kh.chow@marsh.com, Maritime Insurance 
Mayer Brown JSM,"A leading global legal services provider, advising on all aspects of maritime law, shipping disputes and ship finance.","16th-19th Floors,
Prince's Building,
10 Chater Road,
Central,
Hong Kong.",(852) 2843-2211,(852) 2845-9121,,http://www.mayerbrownjsm.com,hongkong.office@mayerbrownjsm.com, Maritime Law Firms
MC Express Int'l (HK) Ltd.,"MC Express provides corier express, full air, ocean freight forwarding and other logistics services, warehousing, services and support throughout the whole world.","Flat J, 9/F,
Kwai Shun Ind. Ctr.,
51-63 Container Port Road,
Kwai Chung,
New Territories,
Hong Kong",(852) 3590-5330 ,(852) 3590-5332,,,cs@mcexpress.com.hk, Freight Forwarders/Logistics
MCW International Surveyors Ltd.,"Competent cargo surveyors in Hong Kong/Mainland China; cargo surveying, loss investigation, pre-shipment loading, claim settling agent for insurance companies. ","Rm. 2106-7,
Fook Yip Building,
53-57 Kwai Fung Crescent,
Kwai Chung,
New Territories,
Hong Kong. ",(852) 2410-0911 ,(852) 2424-3143 ,,http://www.mcwhk.com,mcw@mcwhk.com, Surveyors
MCW Marine Services Limited,"Ship agent, ship management, marine consultant, crew management","Rm. 2106,
Fook Yip Building,
53-57 Kwai Fung Crescent,
Container Port Road,
Kwai Chung,
New Territories,
Hong Kong. ",(852) 2410-0911 ,(852) 2424-3143 ,,,frankie@mcwhk.com, Local Shipping Agents
Modern Terminals Limited,"Modern Terminals opened HK's first purpose-built container terminal in 1972. The company now owns and operates Terminals 1,2,5 and 9 (South).","Berth One,
Kwai Chung,
Hong Kong.",(852) 2115-3838,(852) 2115-3962,,http://www.ModernTerminals.com,cad@ModernTerminals.com, Container Terminals
Moon Keung Shipping & Transportation Co. Ltd.,"Import & export of CFS, LCL container cargo from and to China. ","Room 1101-5,
Hong Kong Plaza,
186-191 Connaught Rd West,
Hong Kong.",(852) 2559-6253,(852) 2540-7712,,,mkltd@hkstar.com, Shipping Companies
Mutiara Pinewood Ltd,To provide good service for our clients.,"Unit B, 9th Floor,
EIB Centre,
40-44 Bonham Strand,
Sheung Wan,
Hong Kong. ",(852) 2517-0308,(852) 2517-0615,75891 PINE HX,,pinewood@on-nets.com," Freight Forwarders/Logistics, Local Shipping Agents"
Nautisk Forlag Hong Kong Pte Ltd,"With a rich history spanning over 110 years, Nautisk supplies maritime charts, publications and navigational solutions to the merchant marine","3/F,
Hong Kong and Macau Building. 
156-157 Connaught Road Central
Sheung Wan,
Hong Kong.",(852) 2545-4877,(852) 2545-4188,,http://nautisk.com/,hongkong@nautisk.com, Marine Suppliers (General Stores)
Nepa Shipping,"Project/ Commercial Management, Operators, Commercial Solutions, Hong Kong, Bangkok, Dubai.","1001-1003, 10/Floor
118 Connaught Road West. 
Sai Ying Pun,
Hong Kong.",(852) 2877-9009,(852) 2877-9222,,http://www.nepashipping.biz/,projects@nepa.com.hk, Shipping Companies
Nippon Kaiji Kentei Kyokai Hong Kong Office,"Since foundation in 1913. We provides variety services of cargo inspection, marine survey consulting adjusting, settling body corporate, and etc.","Unit A-B, 20/F,
Golden Sun Centre,
59-67 Bonham Strand West,
Sheung Wan,
Hong Kong. ","(852) 2807-0617
(852) 2807-1037
(852) 2807-1018 ",(852) 2807-1327,,http://www.nkkk.or.jp,vivianli@nkkk.com.hk, Surveyors
Nippon Kaiji Kyokai,Nippon Kaiji Kyokai is a ship classification society which undertakes surveys to ensure the safety of new and existing ships. ,"Rm 3705,
Shun Tak Centre,
West Tower,
200 Connaught Rd Central,
Hong Kong.",(852) 2517-7023,(852) 2857-7401,,http://www.classnk.or.jp,hn@classnk.or.jp, Classification Societies
Nisko Warehouse Ltd,Cargo consolidation services and cargo storage and logistic services,"1016E-1020E, 1/F,
ATL Logistics Centre A,
Berth 3,
Kwai Chung,
New Territories,
Hong Kong",(852) 2699-3268,(852) 2695-1302,,http://www.nisko.com,warehouse@nisko.com, Godowns & Warehouses
Northrop Grumman Sperry Marine Asia Inc.,"Supplier and service provider for marine electronics eqpt. for Sperry, Decca & C-Plath products.","28/F.,
69 Jervois Street,
Sheung Wan,
Hong Kong.","(852) 2581-9122 
(852) 2853-2363",(852) 2851-9967,,http://www.sperrymarine.com,edison.triguero@sperry.ngc.com ," Marine Suppliers (Equipment), Maritime Telecommunications"
Northstar Ship Management Ltd.,"Ship management, manning and technical support for ship owners and operators.","20/F,
Chinawell Centre,
414-424 Jaffe Road,
Hong Kong.",(852) 2838-5900 ,(852) 2838-5510 ,,http://www.nsshipmgt.com/,common@nsshipmgt.com, Ship Management
Norton Rose Fulbright,"Our multi-disciplinary team, consisting of over 100 specialist shipping lawyers, advises clients in all sectors within the global shipping industry.","38/F., 
Jardine House,
1 Connaught Place,
Central,
Hong Kong.",(852) 3405-2300,(852) 2523-6399,,http://www.nortonrosefulbright.com,davide.barzilai@nortonrosefulbright.com, Maritime Law Firms
"NS United Shipping (H.K.) Co., Ltd.","General Agents for NS United Kaiun Kaisha, Ltd. Ship's managers, Port Agents, Ship & Cargo Brokers and other related shipping services.","Room 1002,
Ocean Centre,
Harbour City,
5 Canton Road,
Tsim Sha Tsui,
Kowloon,
Hong Kong.",(852) 2110-1228 ,(852) 2370-9781,48827 HKSSC HX,,hongkong@nsuship.com.hk," Local Shipping Agents, Ship Brokers, Shipping Companies"
NYK Line (HK) Ltd,"A fully-owned subsidiary of NYK Line Japan. Established in 1969, provides excellent and extensive global shipping services.","Level 35,
Tower 1,
Kowloon Commerce Centre,
51 Kwai Cheong Road,
Kwai Chung,
New Territories,
Hong Kong.",(852) 2864-5100,(852) 2865-1925,,http://www.hk.nykline.com,hkg_opcon@hk.nykline.com, Shipping Companies
O.W. Bunker China Ltd.,"Provider of marine fuel oil and related services. Offering physical supply, worldwide trading and risk management from 24 offices globally.","Rm 1710 - 11,
Shui On Centre,
6-8 Harbour Rd,
Wan Chai,
Hong Kong.",(852) 3758 0585,(852) 2866-9590,,http://www.owbunker.com,owbchina@owbunker.com.hk , Bunkers
Oak Maritime (Hong Kong) Inc. Limited,Major bulk shipping operator. ,"703 - 705,
AXA Centre,
151 Gloucester Road,
Wan Chai,
Hong Kong.",(852) 2506-3866,(852) 2506-3563,,,, Ship Management
Ocean Base Co. Ltd,"Ship agent in Hong Kong and China, ship broker.","22/Floor,
Wing Hing Commercial Building,
139-143 Wing Lok Street,
Sheung Wan,
Hong Kong.",(852) 2815-8989,(852) 2815-8800,(051) 94075493 OBCL G,,obasehkg@netvigator.com," Local Shipping Agents, Ship Brokers"
Ocean Crew Servicing Co. Ltd.,"Shipping/protective agent H.K. & PRC, Crew Matter, Store supplies, Ship Deliver to New Owners, Dry Docking & Repair.","Room A, 3/F.,
Best-O-Best Commercial Building,
No. 32-36 Ferry Street,
Kowloon,
Hong Kong.",(852) 2780-5998,(852) 2780-5981,,,ocscl@oceancrew.com.hk, Local Shipping Agents
Ocean Longevity Shipping & Management Co. Ltd,"Ship management chartering, sale & purchase.","Suite 2101, 21/F,
Two International Finance Centre,
8 Finance Street,
Central,
Hong Kong.",(852) 2858-8818,(852) 2858-8733,70680 OLONG HX,,"vessel@oceanlongevity.com.hk
crew@oceanlongevity.com.hk", Ship Management
"Oceanus Maritime Co., Ltd",We provide agency services at competitive cost.,"Suite 1404, 14th Floor,
Tung Wai Commercial Build,
109-111 Gloucester Road,
Wan Chai,
Hong Kong.",(852) 2870-0744,(852) 2870-0644,,http://www.oceanus-hk.com,ops@oceanus-hk.com, Local Shipping Agents
Oil Shipping,"Worldwide bunker traders/brokers in North & South America,Europe, Asia and over 40 offices all around the world.","Rooms 1507-8, 15/F,
Harcourt House, 
39 Gloucester Road,
Wan Chai, 
HongKong.",(852) 3476-5001,(852) 2865-1700,85399 OSHK HX,http://www.wfscorp.com,oshk@wfscorp.com, Bunkers
OMIC (Hong Kong) Ltd ,"Marine & cargo survey, investigation for litigation, P & I or underwriter, local craft, vessel on/off hire & bunker survey.","Flat 13, 12/F., Block A,
Profit Ind. Bldg.,
1-15 Kwai Fung Crescent,
Kwai Chung, 
New Territories ,
Hong Kong.","(852) 2424-4008
(852) 2424-1221",(852) 2480-4638,,http://www.omicnet.com/index.html.en,general@omic.com.hk, Surveyors
On Board Marine Group Ltd.,"Specialists in electrical systems and distribution of marine electronics. MASTERVOLT, KVH, FLIR, HELLA, SIMRAD, FISCHER PANDA, PACIFIC AERIALS, FUSION, CONSUMABLES.","21 D, 
E-Tat Factory Building,
4 Heung Yip Road,
Wong Chuk Hang,
Hong Kong.",(852) 2552-6568,,,http://www.obmghk.com/,info@obmghk.com, Marine Suppliers (Equipment)
ONC Lawyers,"We provide comprehensive service in all aspects of shipping law, including charterparties, cargo claims, shipping casualties, ship arrest and release etc.","14-15/F., 
The Bank of East Asia Building,
10 Des Voeux Road Central,
Hong Kong",(852) 2810-1212,(852) 2804-6311,,http://www.onc.hk,shipping@onc.hk, Maritime Law Firms
OOCL Logistics (Hong Kong) Ltd,"Offering import/export, customs brokerage, domestics/cross-border transportation and distribution, air/sea freight, intermodal, FCL/LCL and value-added services.","12/F,
One Harbour Square,
181 Hoi Bun Road,
Kwun Tong,
Kowloon,
Hong Kong.",(852) 2371-8288,,,http://www.oocllogistics.com,carrie.poon@oocllogistics.com," Containerized Freight Services, Freight Forwarders/Logistics"
Oriental Air Transport Service Ltd,"Provides logistics service worldwide, including warehousing and customs clearance.","Unit B, 10/F.,
United Overseas Plaza,
11 Lai Yip Street,
Kwun Tong,
Kowloon,
Hong Kong. ",(852) 2363-9265 ,(852) 2422-2671 ,,http://www.orientalair.com,orientalair.hkg@orientalair.com, Freight Forwarders/Logistics
ORIX Asia Ltd,"Vessel finance (leisure boats and live aboard vessels); also provides equipment and vehicle finance, professional loans, and insurance service.","30/F,
United Centre,
95 Queensway,
Hong Kong.",(852) 2862-9268,(852) 2527-9688,,http://www.orix.com.hk,enquiry@orix.com.hk , Banks (Shipping Finance)
Pacific Basin Shipping Limited,"Leading owner / operator of handysize and handymax bulk carriers, tugs and barges, servicing commodity groups, ports, and offshore / construction industries.","7/F,
Hutchison House,
10 Harcourt Road,
Central,
Hong Kong.",(852) 2233-7000,(852) 2807-3351,,http://www.pacificbasin.com,info@pacificbasin.com, Shipping Companies
Pacific International Lines (HK) Ltd.,"Gulf, Red Sea, Inter Asia, Europe, USA West Coast carriage containers loading and discharging.","19/F,
Fortis Bank Tower,
77 Gloucester Rd,
Wan Chai,
Hong Kong.",(852) 2876-5595,(852) 2876-5589,,http://www.pilship.com,ops@hkg.pilship.com, Shipping Companies
PacMarine Services (HK) Ltd,"Tanker expediting, oil loss control, vessel condition surveys, pre-purchase, P&I club-correspondence, oil majors vetting,  surveys and investigations. ","1706B, 17/F,
FWD Financial Center,
308 Des Voeux Road Central,
Sheung Wan,
Hong Kong.",(852) 2545-0888,(852) 25719462,,http://www.pacmarine.com,hongkong@pacmarine.com," Maritime Consultancy, Surveyors"
Palfinger Marine Hong Kong Ltd,"Provide marine after sales service of Palfinger cranes, winches, handling products and Harding lifesaving equipment. And supply new lifesaving system.","Level 11,
Admiralty Centre,
Tower 2,
18 Harcourt Road,
Admiralty,
Hong Kong. ",(852) 3975-3046,(852) 3975-3000,,http://www.palfingermarine.com,timothy.lau@palfingermarine.com, Marine Suppliers (Equipment)
Pan World Shipping Co.,Shipping forwarder.,"Unit 06-07,
29/F, One Midtown,
11 Hoi Shing Road,
Tsuen Wan,
New Territories,
Hong Kong. ",(852) 2891-1292,(852) 2575-8817 ,,http://www.panworld.com.hk,administrator@panworld.com.hk," Freight Forwarders/Logistics, Shipping Companies"
Panama Shipping Consultants Inc.,"Ships registration, formation of offshore companies, radio accounting authority, IMMARSAT Point of Activation Service,  Crew endorsement certificate and ship survey.","Office A, 3/F,
Eton Building,
288 Des Voeux Road C.,
Hong Kong.",(852) 2543-8848 ,(852) 2815-3275 ,,,shipreg@pg02.com," Maritime Consultancy, Maritime Telecommunications, Shipping Registries"
Panda Logistics Ltd.,shipping agent in China,"5F, Block B,
Profit Industrial Building,
No.1-15 Kwai Fung Crescent,
Kwai Chung, 
New Territories,
Hong Kong.",(852) 3101-6888 ,(852) 3101-6988 ,,http://www.pandahk.com,panda@pandahk.com, Local Shipping Agents
Parakou Shipping Ltd.,"Shipowners, ship management.","Unit 1510-12,
West Tower,
Shun Tak Centre,
168-200 Connaught Road Central,
Hong Kong.",(852) 2545-8989,(852) 2545-8787,,http://www.parakougroup.com,opn@parakougroup.com, Shipping Companies
Park Express Logistics Limited,international freight forwarder handle airfreight and seafreight shipment,"Room 221, 2/Floor,
Wong's Building,
33 Hung To Road,
Kwun Tong,
Kowloon,
Hong Kong. ",(852) 2798-6868,(852) 2796-4358 ,,http://www.parkexpress.com,sales@parkexpress.com, Freight Forwarders/Logistics
Penavico (Hong Kong) Limited,"Shipping agent in Hong Kong and China. Attending bunkering, transit Hong Kong, crew matters, etc.","Rm. 4007-4010, 40/F, 
Cosco Tower,
183 Queen's Road,
Central,
Hong Kong.","(852) 2135-2112
(852) 2135-2148",(852) 2549-8622,,http://www.cosco.com.hk,"chankh@penavico.com.hk
ourc@penavico.com.hk", Local Shipping Agents
Peter Y. C. Ng & Associates Ltd.,"Consulting Engineers & Naval Architects, Marine & General Surveyors, Surveyors for H&M Underwriters, P&I Club, Owners & Charterers.","6/F,
Golden Star Building,
20-24 Lockhart Road,
Wan Chai, 
Hong Kong.","(852) 2528-4018
(852) 9480-2969(After Office Hours)",(852) 2861-2478,,,survey@peterngco.newtthk.com, Surveyors
Peterson Far East Ltd,"Certifications, quality & quantity control, logistics.","16/F,
Yue Thai Commercial Bldg,
128 Connaught Rd Central,
Sheung Wan,
Hong Kong.",(852) 2396-7186 ,(852) 2396-5434,,http://www.controlunion.com,peterson.fe@attglobal.net , Surveyors
Petrochem & Marine Services Hong Kong Ltd,"Specialist in all ship surveys, dry cargo, bulk, container cargo, hydrocarbon/petroleum and LPG. ","Room 1101, 11/F.,
Technology PLaza,
29-35 Sha Tsui Road,
Tsuen Wan,
New Territories,
Hong Kong.",(852) 2402-9010,(852) 2492-3786,,http://home.netvigator.com/~pmshkltd,info@pmshk.corp.com.hk, Surveyors
Petrolink Energy Limited,Physical Bunker Supplier based in Hong Kong,"Suite 816,
8 / Floor,
One Island South,
2 Heung Yip Road,
Wong Chuk Hang,
Hong Kong.",(852) 2832-9013,(852) 2832-9007,,http://www.ship.com.hk,hkops@ship.com.hk, Bunkers
Piercey Marine Limited,Over 30 years of representing the world's best marine equipment and supplies for Hong Kong & Asia.,"93 Che Keng Tuk Road,
Sai Kung,
New Territories,
Hong Kong.",(852) 2791-4106,(852) 2791-4124,,http://www.pierceymarine.com,info@pierceymarine.com, Marine Suppliers (Equipment)
PPG Performance Coatings (Hong Kong) Limited,"We are developing, manufacturing and supplying high quality coatings for the marine and protective markets.","1010-1015, 
Cityplaza One,
1111 King's Road,
Tai Koo Shing,
Hong Kong.",(852) 2545-2821 ,(852) 2544-6109 ,,http://www.ppgpmc.com,sigma.hongkong@ppg.com, Paints & Coatings
Prime Line International Ltd,Full range forwarding service in China / Hong Kong.,"Flat B1, 2/Floor,
Mow Hing Factory Building,
205 Wai Yip Street,
Kwun Tong,
Kowloon,
Hong Kong.",(852) 2529-7327 ,(852) 2343-6327 ,,,primeline@primeline.com.hk ," Freight Forwarders/Logistics, Godowns & Warehouses"
Promat (HK) Ltd,"We provide testing instrument in the areas of Construction, NTD, Gas, Paint, HVAC, Tree Inspection, Laboratory, Safety & Environmental Monitoring.","901, 
New Trend Centre,
704 Prince Edward Road East,
San Po Kong,
Kowloon,
Hong Kong.",(852) 2661-2392 ,(852) 2661-2086,,http://www.promat.hk,info@promat.hk , Marine Suppliers (Equipment)
Prosperity Steamship Co. Ltd,"Shipowners, managers, operators, agency & shipbrokers. Speciality in bulk cement logistics.","G/F,
Tai Fat Bldg.,
43 Ko Shing St.,
Sheung Wan,
Hong Kong.",(852) 2858-2218,(852) 2858-3386 ,,,shipmails@prosperity.hk," Ship Management, Shipping Companies"
PT Indofuels Limited,"Professional Bunker Supplier/Trader based in Hong Kong. Specialist in Hong Kong, China, Singapore, Indonesia and other Asian Ports.","18/F, Room 03,
Kingsfield Centre,
18 Shell Street,
North Point,
Hong Kong.",(852) 3188-9879,(852) 3188-9723 ,,http://www.indofuels.com,sales@indofuels.com, Bunkers
Radio Holland Hong Kong Company Limited,"Sales, Supply, Service, surveys, etc. on maritime Nav & com equipment with a worldwide service network of own branches.","Unit 2003,
One Midtown,
11 Hoi Shing Road,
Tsuen Wan, 
New Territories,
Hong Kong.",(852) 2423-9007,(852) 2420-9284,,http://www.imtechmarine.com,info.hongkong@imtechmarine.com," Marine Suppliers (Equipment), Maritime Telecommunications"
Ray Glory Shipping Ltd,"Shipping agents, chartering, ship-brokers, transhipment services to S.China ports. ","1005-6,
Tung Che Commercial Centre,
246 Des Voeux Road West,
Hong Kong. ",(852) 2857-2918 ,(852) 2857-2418 ,(051) 94075279 RGSL G,http://www.rayglory.com.hk/,rayli@rayglory.com.hk ," Local Shipping Agents, Ship Brokers"
Reed Smith Richards Butler,International law firm providing legal advice on shipping and ship finance matters.,"20F,
Alexandra House,
18 Chater Road,
Central,
Hong Kong.",(852) 2810-8008,(852) 2810-1607,,http://www.reedsmith.com,Law-HK@Reedsmith.com, Maritime Law Firms
Regal Worldwide Logistics Ltd.,Air & Sea freight; FCL/LCL & NVOCC; distribution and FMCG handling; transshipments; customs clearance & brokerage handling; warehousing; insurance.,"603, 6/F,
Po Hong Centre,
2 Wang Tung Street,
Kowloon Bay, Kowloon,
Hong Kong.",(852) 2368-8868,(852) 2368-8789,,,"info@regalworldwide.net
rwlops01@regalworldwide.net", Freight Forwarders/Logistics
Regional Container Lines (H.K.) Ltd.,Providing shipping services over all Asian countries. ,"11/F,
No. 9 Des Voeux Rd West,
Hong Kong.",(852) 2526-3318,"(852) 2537-5463
(852) 2912-1692",76514 RCLHK HX ,,rclhkg@rclgroup.com , Shipping Companies
Renford Marine Equipment China Ltd,Renford is one of the marine traders in HK and China importing various kind of advanced marine equipments.,"Room 501,
Laws Commercial Plaza,
788 Cheung Sha Wan Rd,
Kowloon,
Hong Kong.",(852) 2742-7111,(852) 2742-7171,,,info@renford.com, Marine Suppliers (Equipment)
River Trade Terminal Co. Ltd.,"Comprehensive container & cargo handling & storage services, marine shuttle lighters,CFS,container M & R, facilities for dangerous, dutiable, reefer cargoes, etc.","Terminal Office Building,
201 Lung Mun Road,
Tuen Mun,
New Territories,
Hong Kong.",(852) 2122 7878,(852) 2122 7438,,http://www.rttc.com.hk,corp_com@rttc.com.hk, Container Terminals
Rolls-Royce Marine Hong Kong Limited,"Design, develop, supply and support Rolls-Royce Marine products for merchant, naval, submarines and offshore markets (Deck Machinery, Propulsors, Reduction gears etc...)","G/F,
1- 3, Wing Yip Street,
Kwai Chung,
New Territories,
Hong Kong.",(852) 2418-4868,(852) 2868-5344,,http://www.rolls-royce.com,timothy.lau@rolls-royce.com," Marine Suppliers (Equipment), Shipyards/Ship Repairers"
S5 Asia Limited,"Offer full range of shipping services including port agency, liner services, hub services, freight management and offshore services.","Unit 1811-1812, 18/F, 
Tower Two, Ever Gain Plaza,
88 Container Port Road,
Kwai Chung,
Hong Kong.",(852) 2418-3398,(852) 2427-9598,,http://www.s5asia.com,enquiries.hongkong@s-5.org, Local Shipping Agents
Safe Link International Logistics Ltd,"specialize  in AIR or Ocean forwarding services between HK, China and USA, C & S  America, Europe","7/F,
Hong Kong Plaza,
188 Connaught Road,
West,
Hong Kong.",(852) 3568-6383,(852) 3568-6183,,http://www.safe-link.hk,sales@safe-link.hk, Freight Forwarders/Logistics
Sail Win Logistics Limited,"We provide services from China & Hong Kong to Europe / Middle East / South America / Africa, Pacific Islands","105, 1/F,
Wang Fu Bldg.,
5-7 Chatham Court,
Tsim Sha Tsui,
Kowloon,
Hong Kong.",(852) 2302-1360,(852) 2302-1348,,http://www.sailwin.com.hk,carson@sailwin.com.hk, Freight Forwarders/Logistics
