Company Name,Address,District Number,Telephone Number,Fax Number,Website,Email Address,Category
SCANDIC CARGO SURVEY CO.,"KAM DAT HOUSE,
KAM YING HOUSE,
MA ON SHAN,
SHATIN, N.T.,
HONG KONG.",852,9331-2390,null,,avis.cheung@mail.com, SURVEYORS
SCHULTE MARINE CONCEPT( HK) LTD.,"K WAH CENTRE,191 JAVA ROAD,NORTH POINT,HONG KONG.",852,2597-1345,2561-8803,http://www.schultemarineconcept.com,management@schultemarineconcept.com, MARITIME CONSULTANCY
SCMO,"CAPITOL CENTRE,
5-19 JARDINE'S BAZAAR,
CAUSEWAY BAY,
HONG KONG.",852,2866-3139,2866-2290,http://www.scmo.net,info@scmo.net, MARITIME CONSULTANCY
SEA HUB TRADING (HK) LTD,"ALLIED KAJIMA BLDG.,
138 GLOUCESTER ROAD,
WAN CHAI,
HONG KONG.",852,2511-1366,2511-1383,http://www.seahubenergy.com,operations@hk.sea-hub.com, BUNKERS
SEA TRADER INTERNATIONAL LTD.,"CHINACHEM CENTURY TOWER,
178 GLOUCESTER ROAD,
WAN CHAI,
HONG KONG.",852,2838-6797,2838-6170,http://www.seatraderhk.com,bunkers@seatrader.hk , BUNKERS
SEASAFE MARINE LTD,"WARWICK HSE EAST,TAIKOO PLACE,979 KING'S ROAD,QUARRY BAY,HONG KONG.",852,2876-8888,2876-1888,http://www.seasafemarine.com,ssm.general@seasafemarine.com, MARINE SUPPLIERS (EQUIPMENT)
SEASCOPE INSURANCE SERVICES (HONG KONG) LIMITED,"WORLD TRADE CENTRE,
280 GLOUCESTER ROAD,
CAUSEWAY BAY,
HONG KONG. ",852,2283-0822,2890-1616,http://www.seains.com.hk/,Ace.Hong@seains.com.hk, MARITIME INSURANCE 
SEASIA (CHINA) LIMITED,"THE BROADWAY,54-62 LOCKHART ROAD,WAN CHAI,HONG KONG.",852,2331-8817,3020-0151,http://www.seasia-group.com,"hongkong@seasia-group.com 
operations@seasia-group.com", MARITIME CONSULTANCY
SEATRADE COMMUNICATIONS,"WHEELOCK HOUSE,
20 PEDDER STREET,
CENTRAL,
HONG KONG.",852,2293-2268,2293-2344,http://www.seatrade-global.com,mainak.halder@seatradehkg.com, SHIPPING PUBLICATIONS
SEVEN SEAS OIL (HONG KONG) LIMITED,"NEICH TOWER,
128 GLOUCESTER ROAD,
WAN CHAI,
HONG KONG",852,2838-1991,2838-2663,,bunkers@seven-seas.hk, BUNKERS
SGS HONG KONG LIMITED,"ON WUI CENTRE,
25 LOK YIP ROAD,
FANLING, N.T.,
HONG KONG",852,2765-3524,2363-0212,http://www.sgsgroup.com.hk/food,HK.Food.Service@sgs.com, OTHERS
SHANGHAI DRAGON (LOGISTICS) LTD,"SHIU FUNG HONG BUILDING,239-241 WING LOK STREET,SHEUNG WAN,HONG KONG. ",852,2736-8678,2736-8211,http://www.shadragon.com,rickyho@shadragon.com, FREIGHT FORWARDERS/LOGISTICS
SHIPAIR EXPRESS (HK) LTD.,"TELFORD HOUSE,
16 WANG HOI ROAD,
KOWLOON BAY,
KOWLOON,
HONG KONG. ",852,2303-0723,2774-3305,http://www.shipair.com.hk,shipair@shipair.com.hk, FREIGHT FORWARDERS/LOGISTICS
SHIU ON LOONG CO. LTD.,"PROFIT INDUSTRIAL BUILDING,
1-15 KWAI FUNG CRESCENT,
KWAI CHUNG,
NEW TERRITORIES,
HONG KONG.",852,2544-5791,2544-0139,,sol@solhk.com , MARINE SUPPLIERS (EQUIPMENT)
SHUI NAM NAVIGATION (HK) LTD.,"TERN CENTRE, TOWER 1,
237 QUEEN'S ROAD,
CENTRAL,
HONG KONG.",852,2815-1812,2542-2349,http://www.shuinam.com.hk/,kennethchan@shuinam.com.hk, LOCAL SHIPPING AGENTS
SHUN HING GLOBAL SERVICES LIMITED,"FAVOR INDUSTRIAL CENTER,
2-6 KIN HONG STREET,
KWAI CHUNG, 
NEW TERRITORIES,
HONG KONG.",852,"3563-8850
(852)",3563-8815,http://www.shglobal.com.hk,sales@shglobal.com.hk, FREIGHT FORWARDERS/LOGISTICS
SHUN TAK - CHINA TRAVEL SHIP MANAGEMENT LTD,"83 HING WAH ST WEST,
LAI CHI KOK,
KOWLOON,
HONG KONG.",852,2307-0880,2307-5083,http://www.turbojet.com.hk,enquiry@turbojet.com.hk, PASSENGER FERRY SERVICES
SHUTTLE CARGO INT'L (HK) LTD.,"SKYLINE TOWER,
18 TONG MI ROAD,
MONGKOK,
KOWLOON,
HONG KONG.",852,2815-8286,2545-6879,http://www.shuttlecargo.com.hk,info@shuttlecargo.com, FREIGHT FORWARDERS/LOGISTICS
SINDH TRANSPORT CO.,"MIRADOR MANSION, 
54-64 NATHAN ROAD,
TSIM SHA TSUI,
KOWLOON, 
HONG KONG. ",852,2723-0761,2367-5035,http://www.sindhtrans.com,nomanali@hotmail.co.uk, FREIGHT FORWARDERS/LOGISTICS
SINGAPORE PETROLEUM COMPANY (HONG KONG) LTD.,"CENTRAL PLAZA,18 HARBOUR ROAD,WAN CHAI,HONG KONG",852,3678-2296,2511-0867,http://www.petrochinaintl.com.hk/en/our-business/marine-fuel,marine@spc-hk.com.hk, BUNKERS
SINO MARINE SURVEY SERVICE CO.,"WORKINGBERG COMM BLDG.,
41-47 MABLE ROAD,
NORTH POINT,
HONG KONG.",852,2384-9736,2815-0267,http://sino-marine.com.hk,callsino@yahoo.com.hk, SURVEYORS
SINOTRANS (HK) SHIPPING LIMITED ,"MG TOWER,
133 HOI BUN ROAD,
KWUN TONG,
KOWLOON,
HONG KONG.",852,2859-9733,3905-8867,http://www.sinotrans-logistics.com/,edward@sinotrans-logistics.com , SHIPPING COMPANIES
"SKAARUP MANAGEMENT (H.K.) CO, LTD","HONG KONG PLAZA,188 CONNAUGHT ROAD WEST,HONG KONG.",852,2805-1482,2543-6852,http://www.skaarup.com,skmhk@netvigator.com, SHIP MANAGEMENT
SKH SHIPPING LIMITED,"TUNG HIP COMM. BLDG.,
244-252, 
DES VOEUX ROAD CENTRAL,
HONG KONG.",852,2369-7226,2367-6356,http://www.skhhkg.com.hk,info.hk@skhhkg.com.hk, SHIPPING COMPANIES
"SKY AIR (INTERNATIONAL) CO., LTD.","KING YIP FACTORY BUILDING,
59 KING YIP STREET,
KWUN TONG, 
KOWLOON,
HONG KONG.",852,2994-6217,3426-9156,http://www.skyairhkg.com,info@skyairhkg.com, FREIGHT FORWARDERS/LOGISTICS
SKY INTERNATIONAL,"HENAN BUILDING,
90 JAFFE ROAD,
WANCHAI,
HONG KONG.",852,2827-5876,"2827-7120
",http://www.sky-international.com,web@sky-international.com, MARINE SUPPLIERS (EQUIPMENT)
SMART CHEM LIMITED,"YEN SHENG CENTRE,
64 HOI YUEN ROAD,
KWUN TONG,
KOWLOON,
HONG KONG.",852,2165-4137,"3020-9590
",http://www.smartchemltd.com,info@smartchemltd.com, OTHERS
SMYTH & CO IN ASSOCIATION WITH RPC,"THREE EXCHANGE SQUARE,
8 CONNAUGHT PLACE,
CENTRAL,
HONG KONG.",852,2216-7000,2216-7001,http://www.rpc.co.uk,andrew.horton@rpc.com.hk, MARITIME LAW FIRMS
SOARING DRAGON ENTERPRISE LTD,"CENTRAL PLAZA,18 HARBOUR ROAD,WAN CHAI,HONG KONG",852,2519-3882,2511-3130,http://www.soaringdragon.com.hk,business@soaringdragon.com.hk, BUNKERS
SOUTH CHINA SHIPYARD,"CENTRE MARK II,
305-313 QUEEN'S ROAD CENTRAL,
HONG KONG.",852,2541-1282,2545-4540,http://www.southchinashipyard.com,ship@southchinashipyard.com, SHIPYARDS/SHIP REPAIRERS
"SOUTH CHINA TOWING CO., LTD.","SINGGA COM. CENTRE,
148 CONNAUGHT ROAD W.,
SAI YING PUN,
HONG KONG.",852,2548-5205,2858-2641,http://www.southchinatugs.com,sctugs@southchinatowing.com.hk, TOWAGE & SALVAGE
SOUTH HORIZONS INTERNATIONAL PETROLEUM LIMITED,"ONE ISLAND SOUTH,
2 HEUNG YIP ROAD,
WONG CHUK HANG,
HONG KONG.",852,2832-9010,2832-9007,http://www.ship.com.hk,hkbunkers@ship.com.hk, BUNKERS
SPECTEC ASIA PACIFIC EAST LIMITED,"GREATMANY CENTRE,
111 QUEEN'S ROAD EAST,
WAN CHAI,
HONG KONG.",852,2802-7862,2802-7889,http://www.spectec.net/,Ben.fan@spectec.net, MARITIME CONSULTANCY
SPEEDCAST LIMITED,"CHINA TAIPING TOWER,
8 SUNNING ROAD,
CAUSEWAY BAY,
HONG KONG.",852,3919-6800,3919-6880,http://www.speedcast.com,seacast@speedcast.com, MARITIME TELECOMMUNICATIONS
SPICE STORE LIMITED,"ARION COMMERCIAL CENTER,
2-12 QUEEN'S ROAD WEST,
SHEUNG WAN,
HONG KONG.",852,2944-2336,2854-0484,http://www.spicestore.hk,adeel@spicestore.hk, MARINE SUPPLIERS (EQUIPMENT)
STANDARD MARINE & CARGO SURVEY (ASIA) LIMITED,"GOLDEN INDUSTRIAL BLDG.,
16 - 26 KWAI TAK STREET,
KWAI FONG,
NEW TERRITORIES,
HONG KONG. ",852,3145-0555,3145-0450,http://www.standard-cargosurvey.com,surveyor@standardmarine.corp.com.hk, SURVEYORS
STAR WAY BUNKERS LIMITED,"CENTRAL PLAZA,18 HARBOUR ROAD,WAN CHAI,HONG KONG",852,2866-7201,2866-7301,http://www.starwaybunkers.hk,bunkers@starwaybunkers.hk, BUNKERS
STEPHENSON HARWOOD,"UNITED CENTRE,95 QUEENSWAY,HONG KONG.",852,2868-0789,2868-1504,http://www.shlegal.com,andrew.rigdengreen@shlegal.com, MARITIME LAW FIRMS
STORM FORCE MARINE LTD,"DOMINION CENTRE,43 QUEEN'S ROAD EAST,WAN CHAI,HONG KONG.",852,2866-0114,2866-9260,http://www.stormforcemarine.com,sales@stormforcemarine.com, MARINE SUPPLIERS (EQUIPMENT)
SUI JUN INTERNATIONAL LTD,"MANULIFE FINANCIAL CENTRE,
223 WAI YIP STREET,
KWUN TONG,
KOWLOON,
HONG KONG.",852,2544-3963,2544-3692,http://www.suijun.com,carmenliu@suijun.com, FREIGHT FORWARDERS/LOGISTICS
SUN CROWN SHIPPING LTD.,"AMTEL BUILDING,148 DES VOEUX RD,CENTRAL,HONG KONG.",852,2545-4128,2854-1933,,scshiphk@netvigator.com, LOCAL SHIPPING AGENTS
SUN LORD CO. LTD.,"WAYSON COMM BLDG,28 CONNAUGHT RD WEST,HONG KONG.",[SHIPPING,"COMPANIES]
(852)","COMPANIES]
(852)",,all@sunlord.com.hk, LOCAL SHIPPING AGENTS
SUN MOBILITY INSURANCE AND CLAIMS SERVICES LIMITED,"EXCEL CENTRE,483A CASTLE PEAK ROAD,LAI CHI KOK,KOWLOON,HONG KONG.",852,2299,2866-7096,http://www.sun-mobility.com,gm@smicsl.com, MARITIME INSURANCE 
SUNITEX PETROCHEMICAL (FAR EAST) CO. LTD.,"HARBOUR CRYSTAL CENTRE,
100 GRANVILLE ROAD,
TSIM SHA TSUI EAST,
KOWLOON,
HONG KONG.",852,2311-3300,2312-2638,http://www.sunitex.com.hk,sunitex@netvigator.com, MARINE SUPPLIERS (EQUIPMENT)
SUPERNOVA LOGISTICS (HONG KONG) LIMITED,"RICKY CENTRE,
36 CHONG YIP STREET,
KWUN TONG, KOWLOON,
HONG KONG.",852,2765-8741,3113-9622,http://www.supernova-logistics.com,nova@supernova-logistics.com, FREIGHT FORWARDERS/LOGISTICS
SUZ AIR & SEA FREIGHT (HK) LIMITED,"KWAI SHUN IND. CTR.,51-63 CONTAINER PORT ROAD,KWAI CHUNG,NEW TERRITORIES,HONG KONG",852,3590-6885,3590-6181,http://www.suzair.com.hk,suzair@suzair.com.hk, FREIGHT FORWARDERS/LOGISTICS
SY & L INTERNATIONAL LIMITED,"PARK BUILDING,
476 CASTLE PEAK ROAD,
KOWLOON,
HONG KONG. ",852,3727-5700,3727-5799,http://www.sylhk.com,s_ho@sylhk.com, FREIGHT FORWARDERS/LOGISTICS
SYGNUS MARINE (HK) LTD.,"SOUTH HORIZONS, 
AP LEI CHAU, ABERDEEN,
HONG KONG.",852,9316-9971,null,http://www.sygnusmarine.hk,admin@sygnusmarine.hk, MARITIME CONSULTANCY
TAI CHONG CHEANG STEAMSHIP CO. (H.K.) LIMITED,"COSCO TOWER,183 QUEEN'S RD,CENTRAL,HONG KONG.",852,2522-5171,2845-9307,http://www.tccfleet.com,null, SHIPPING COMPANIES
TAI WAH SEA & LAND HEAVY TRANSPORTATION LTD,"48 MAN FAI BLDG,
FERRY POINT,
KOWLOON,
HONG KONG.",852,2388-7578,2780-6812,http://www.taiwahhk.com,taiwah@taiwahhk.com, FREIGHT FORWARDERS/LOGISTICS
TAISHIP DEVELOPMENT LTD.,"9 DES VOEUX RD WEST,
HONG KONG.",852,2850-6206,2850-6195,http://www.taiship.com,tship@taiship.com, SHIPPING COMPANIES
TAK WING SHIPPING COMPANY (H K & MACAU),"98 CATCHICK STREET,
HONG KONG.",852,2818-8060,2855-0164,http://www.macaushipping.com,rickho@macaushipping.com, SHIPPING COMPANIES
TARGET STORAGE LIMITED,"SHUN TAK CENTRE,168-200 CONNAUGHT ROAD, CENTRAL,HONG KONG.",852,2690,2690,http://www.targetstorage.com.hk,info@targetstorage.com.hk, GODOWNS & WAREHOUSES
TCWONG AVERAGE CONSULTING LTD.,"SAI WAN HO PLAZA, 
68 SHAU KEI WAN ROAD,
HONG KONG.",852,3996-9876,null,,raymond.wong@averageadj.com, MARITIME CONSULTANCY
TEAM WELL LOGISTICS LTD,"JOIN-IN HANG SING CENTRE,
2-16 KWAI FUNG CRESCENT,
KWAI CHUNG,
NEW TERRITORIES,
HONG KONG.",852,3998-4055,3988-4056,http://www.twlog.com.hk,info@twlog.com.hk, FREIGHT FORWARDERS/LOGISTICS
TECHCOM SECURITY TECHNOLOGY LIMITED,"WAH LOK INDUSTRIAL CENTRE, 
31-41 SHAN MEI STREET,
FO TAN,
NEW TERRITORIES,
HONG KONG.",852,2186-7300,2186-7303,http://www.techcomsecurity.com,sales@techcomsecurity.com, MARINE SUPPLIERS (EQUIPMENT)
TECWAY (CHINA) LTD.,"SHATIN GALLERIA, 
18-24 SHAN MEI STREET,
FO TAN, SHA TIN,
NEW TERRITORIES,
HONG KONG.",852,3153-4121,2548-3318,http://www.tecwayintl.com/en/ptc.html,infotwc@tecwayintl.com , MARINE SUPPLIERS (EQUIPMENT)
TELEMAR HONG KONG LTD,"PREMIER CENTRE, 
20 CHEUNG SHUN STREET,
KOWLOON,
HONG KONG.",852,2370-0350,2370-3325,http://www.telemarhk.com,service@telemarhk.com, MARINE SUPPLIERS (EQUIPMENT)
THE CHINA NAVIGATION CO PTE LTD.,"CHINACHEM EXCHANGE SQUARE,
1 HOI WAN ST.,
QUARRY BAY,
HONG KONG.",852,2840-8863,2946-8480,http://www.swirecnco.com,enquiry@swirecuco.com, SHIPPING COMPANIES
THE HONG KONG SHIPPERS' COUNCIL,"9 CHONG YIP STREET,
KWUN TONG,
KOWLOON,
HONG KONG.",852,2211-2323,2891-9787,http://www.hkshippers.org.hk,shippers@hkshippers.org.hk, TRADE/SHIPPING ORGANIZATIONS
THE HONG KONG SHIPYARD LTD,"TAM KON SHAN RD,TYTL 102,NGAU KOK WAN,NORTH TSING YI,NEW TERRITORIES,HONG KONG.",852,2436-1138,2436-2011,http://www.hkf.com,hksyd@hkf.com, SHIPYARDS/SHIP REPAIRERS
THE HUI'S GROUP (HK) LIMITED,"HING YIP FACTORY BUILDING,
31 HING YIP STREET,
KWUN TONG,
KOWLOON,
HONG KONG.",852,6319-1882,null,,admin@hui.no, MARINE SUPPLIERS (EQUIPMENT)
THRIFT LOGISTICS LIMITED,"KINGSWAY INDUSTRIAL BUILDING,
167-175 WO YI HOP ROAD,
KWAI CHUNG, 
NEW TERRITORIES,
HONG KONG.",852,2377-3577,2377-3588,http://www.thriftlogistics.com,yoyo@thriftlogistics.com, FREIGHT FORWARDERS/LOGISTICS
TOPLIS & HARDING (MARINE) LTD,"AXA TOWER, 
LANDMARK EAST,
100 HOW MING STREET,
KWUN TONG,
KOWLOON,
HONG KONG. ",852,2866-7744,2858-2633,http://toplishongkong.blogspot.com,general@toplishk.com, SURVEYORS
TRADEWINDS ALL FREIGHT (HK) LTD.,"HAY NIEN BLDG.,
1 TAI YIP STREET,
KWUN TONG,
KOWLOON,
HONG KONG.",852,2754-2020,"2799-5799
(852)",http://www.tradewinds.com.hk,tafhkg@tradewinds.com.hk, FREIGHT FORWARDERS/LOGISTICS
TRANS MARINE SUPPLY COMPANY,"KWONG GA FACTORY BUILDING, 64 VICTORIA ROAD,KENNEDY TOWN,HONG KONG",852,2872-0980,2817-8997,,transmar@netvigator.com, MARINE SUPPLIERS (EQUIPMENT)
TRANSCON SHIPPING CO LTD,"WESTLEY SQUARE,
48 HOI YUEN ROAD,
KWUN TONG,
KOWLOON,
HONG KONG.",852,2364-2118,2954-0290,http://www.TransconShipping.com,hkg@transcon.com.hk, FREIGHT FORWARDERS/LOGISTICS
TRANSFIT SHIPPING LIMITED,"CHEUNG SHA WAN PLAZA,
833 CHEUNG SHA WAN ROAD,
KOWLOON,
HONG KONG.",852,2805-1889,null,http://www.transfit.com.hk,good@transfit.com.hk, FREIGHT FORWARDERS/LOGISTICS
TRANSMA LTD,"167-169 HENNESSY RD,
WAN CHAI,
HONG KONG.",852,2861-1623,2861-3901,,transma@transma.com.hk, SHIPYARDS/SHIP REPAIRERS
TRENDY TRADE CHINA LIMITED,"STAR HOUSE, 
NO. 3 SALISBURY ROAD, 
TSIM SHA TSUI,
KOWLOON, 
HONG KONG.",852,3468-3758,null,http://www.trendytradegroup.com/china/en,contact@trendytradegroup.com, TRADE/SHIPPING ORGANIZATIONS
TRICOR GLOBAL LOGISTICS LIMITED,"NO.109 HOW MING STREET,
KWUN TONG,
EAST KOWLOON,
HONG KONG.
",852,3489-3330,3998-3413,http://www.tricor-global.com,hongkong@tricorlogistics.com, FREIGHT FORWARDERS/LOGISTICS
TRIPLE EAGLE (GROUP) LTD,"EGL TOWER, 
HUNG TO ROAD 83,
KWUN TONG,
KOWLOON,
HONG KONG.
",852,"2770-3132
",2780-7209,http://www.triple-eagle.com,support@mdd.triple-eagle.com, FREIGHT FORWARDERS/LOGISTICS
TROUTMAN SANDERS,"TWO EXCHANGE SQUARE,
8 CONNAUGHT PLACE, 
CENTRAL,
HONG KONG.",852,2533-7822,3009-3408,http://www.troutmansanders.com,ronald.sum@troutmansanders.com, MARITIME LAW FIRMS
TSUI & CO.,"SHANGHAI 
INDUSTRIAL INVESTMENT BUILDING,
48-62 HENNESSY ROAD, 
WAN CHAI,
HONG KONG.",852,2111-2180,3100-0125,http://www.tsuico.net,sam.tsui@tsuico.com, MARITIME LAW FIRMS
TSUI WAH FERRY SERVICES (HK) LTD.,"BOSS COMM. CENTRE,
28 FERRY STREET,
KOWLOON,
HONG KONG.
",852,2272-2022,2528-3320,http://www.traway.com.hk,info@traway.com.hk , PASSENGER FERRY SERVICES
UNGERT LINE LIMITED,"WU CHUNG HOUSE,
213 QUEEN'S ROAD EAST,
WAN CHAI,
HONG KONG.",852,5804-9046,2892-2263,http://www.ull.hk,info@ull.hk, GODOWNS & WAREHOUSES
UNION STAR SURVEYORS LTD,"MTL BERTH 1,
KWAI CHUNG,
HONG KONG.",852,2424-5521,2419-0467,,survey@union-star.com.hk, SURVEYORS
UNITED ASIA BUNKERING & TRADING LIMITED,"UNIT 02, 36/F,
CITICORP CENTRE,
18 WHITFIELD ROAD,
HONG KONG. ",852,9138-9311,3956-8723,http://www.uabt.com,general@uabt.com, BUNKERS
UNITED SHIPCHANDLERS LIMITED,"TUNG CHEONG INDUSTRIAL BLDG.,
177-181 YEUNG UK ROAD,
TSUEN WAN,
NEW TERRITORIES,
HONG KONG.",852,2816-7228,2816-7107,,info@unitedshipchandlers.com , MARINE SUPPLIERS (EQUIPMENT)
UNIVAN COMMERCIAL SERVICES LIMITED,"CITICORP CENTRE,18 WHITFIELD ROAD,NORTH POINT,HONG KONG.",852,3143-7706,2861-0742,http://www.univan.com,commercial@univan.com, MARITIME CONSULTANCY
UNIVAN SHIP MANAGEMENT LTD,"CITICORP CENTRE,18 WHITFIELD ROAD,NORTH POINT,HONG KONG.",852,3143-7788,2861-0742,http://www.univan.com,business@univan.com, SHIP MANAGEMENT
V SHIPS (HONG KONG) LIMITED,"SILVERCORD TOWER 2,
30 CANTON ROAD,
TSIM SHA TSUI,
HONG KONG.",852,9091-7675,3017-3979,http://www.vships.com,Hongkong@vships.com, MARITIME CONSULTANCY
"VALLES STEAMSHIP CO LTD., HONG KONG","THE CENTER,
99 QUEEN'S ROAD CENTRAL,
HONG KONG. ",852,"2877-9189
(852)",2868-4014,http://www.vallesgroup.com,hongkong@vallesfleet.com, SHIP MANAGEMENT
VERMONT MARINE BUNKERING LTD.,"CONNAUGHT ROAD WEST, SAI YING POON,HONG KONG.",852,2803-0608,2527-3851,http://www.vermont.com.hk,vermont@vermont.com.hk, BUNKERS
VIATECH ENGINEERING LTD.,"29 AUSTIN ROAD,
TSIM SHA TSUI,
KOWLOON,
HONG KONG.",852,2735-8860,2735-8900,http://www.viatechheavylift.com/,info@viatechship.com, LOCAL SHIPPING AGENTS
VICO SHIPPING COMPANY,"LAWS COMMERCIAL PLAZA,788 CHEUNG SHA WAN ROAD,LAI CHI KOK,KOWLOON,HONG KONG.",852,2332-2908,2332-9038,http://www.vico.com.hk,jacky.yip@vico.com.hk, FREIGHT FORWARDERS/LOGISTICS
VOITH TURBO LTD.,"GUARDFORCE CENTRE,
3 HOK YUEN STREET EAST,
HUNG HOM,
KOWLOON,
HONG KONG.",852,2774-4083,2362-5676,http://www.voithturbo.com/,willie.yeung@voith.com, MARINE SUPPLIERS (EQUIPMENT)
WAH SHUN SHIPPING CO LTD,"CHINA MERCHANTS TOWER,
168-200 CONNAUGHT RD.,
CENTRAL,
HONG KONG. ",852,2857-7311,2517-7799,,cjt@cspuyuan.com, OTHERS
WALLEM COMMERCIAL SERVICES LTD,"WARWICK HSE EAST,TAIKOO PLACE,979 KING'S ROAD,QUARRY BAY,HONG KONG.",852,2876-8888,2876-1800,http://www.wallem.com/,commercial@wallem.com, SHIPPING COMPANIES
WALLEM GROUP LTD,"WARWICK HSE EAST,TAIKOO PLACE,979 KING'S ROAD,QUARRY BAY,HONG KONG.",852,2876-8888,2876-1888,http://www.wallem.com,group@wallem.com, SHIPPING COMPANIES
WALLEM SHIPBROKING (HK) LTD.,"WARWICK HSE EAST,TAIKOO PLACE,979 KING'S ROAD,QUARRY BAY,HONG KONG.",852,2876-8800,2876-1800,http://www.wallem.com/,sandp@wallem.com, SHIP BROKERS
WALLEM SHIPMANAGEMENT LTD,"WARWICK HSE EAST,TAIKOO PLACE,979 KING'S ROAD,QUARRY BAY,HONG KONG.",852,2876-8200,2876-1234,http://www.wallem.com/,wsmhk@wallem.com, SHIP MANAGEMENT
WALLEM SHIPPING (HK) LTD.,"DORSET HOUSE,
TAIKOO PLACE,
979 KING'S ROAD,
QUARRY BAY,
HONG KONG ",852,2876-8523,2876-1500,http://www.wallem.com,wshkops@wallem.com , LOCAL SHIPPING AGENTS
"WANG TAK ENGINEERING & SHIPBUILDING CO, LTD","WANG TAK BUILDING,
85 HING WAH STREET WEST,
LAI CHI KOK,
KOWLOON,
HONG KONG. ",852,2746-2888,2307-5500,http://www.wangtak.com.hk,info@wangtak.com.hk, SHIPYARDS/SHIP REPAIRERS
WANGFOONG TRANSPORTATION LTD.,"HARBOUR COMMERCIAL BUILDING,
122 CONNAUGHT ROAD CENTRAL,
HONG KONG.",852,2544-9611,2854-0247,http://www.wangfoong.com.hk,wfinfo@wangfoong.com.hk, FREIGHT FORWARDERS/LOGISTICS
WATSON FARLEY & WILLIAMS,"ONE PACIFIC PLACE,
88 QUEENSWAY,
HONG KONG.",852,2918-6700,2918-9777,http://www.wfw.com,infohk@wfw.com, MARITIME LAW FIRMS
WEALTH FAIR CONTAINER SERVICES LTD,"METROPLAZA,223 HING FONG ROAD,KWAI FONG,HONG KONG.",852,3196-2700,3916-2778,http://www.wealthfair.com,mail@wealthfair.com, GODOWNS & WAREHOUSES
WEALTH OCEAN SERVICES LTD.,"LIPPO CENTRE,
89 QUEENSWAY,
ADMIRALTY,
HONG KONG.",852,2865-7993,2866-2027,,common@wealthocean.com.hk, SHIP MANAGEMENT
WEATHERNEWS HONG KONG LIMITED,"CHINA HONG KONG TOWER,
8-12 HENNESSY ROAD,
WAN CHAI,
HONG KONG.",852,2574-3232,2574-3366,http://weathernews.com/TFMS/,lindac@wni.com, OTHERS
WELLBOND COMPANY,"WAI SHING MANSION,
62, WAI CHING STREET,
JORDAN, 
KOWLOON,
HONG KONG.",852,2409-9788,2783-0087,,wellbond@live.hk, MARINE SUPPLIERS (EQUIPMENT)
WELLS MARINE AGENCIES,"WELLAND BUILDING,
368 QUEEN'S RD. CENTRAL,
HONG KONG.",852,2543-4909,2543-4130,,"wellsmar@netvigator.com 
ops@wells-marine.com.hk ", LOCAL SHIPPING AGENTS
WELLSON INTERNATIONAL LTD,"MAN KING BUILDING,
28 MAN WUI STREET, 
FERRY POINT,
KOWLOON, 
HONG KONG.",852,2850-5662,2851-0115,,welson@netvigator.com , FREIGHT FORWARDERS/LOGISTICS
WIDER LOGISTICS LTD,"PACIFIC TRADE CENTRE,
2 KAI HING RD,
KOWLOON BAY,
KOWLOON,
HONG KONG.",852,2754-9507,"2798-6314
(852)",http://www.widerlogistics.com,wider@widerhkg.com, FREIGHT FORWARDERS/LOGISTICS
WILHELMSEN SHIP MANAGEMENT LTD.,"SHUN TAK CENTRE,168-200 CONNAUGHT ROAD, CENTRAL,HONG KONG.",852,2545-9888,2544-7005,http://wilhelmsen.com/shipmanagement,wmanager@wilhelmsen.com, SHIP MANAGEMENT
WILHELMSEN SHIPS SERVICE LTD.,"LU PLAZA,
2 WING YIP STREET,
KWUN TONG,
KOWLOON,
HONG KONG.",852,2880-1688,2880-5058,http://www.wilhelmsen.com/shipsservice,wss-hkg-shipsagency@wilhelmsen.com, LOCAL SHIPPING AGENTS
WILLIAMSON MARINE SERVICE LTD.,"24 NAM CHEONG STREET,
SHAM SHUI PO,
KOWLOON,
HONG KONG. ",852,2394-4241,2789-8009,http://www.williamsonmarineserv.com,info@williamsonmarineserv.com, SHIPYARDS/SHIP REPAIRERS
WINBO SHIPPING LTD.,"WO HING COMMERCIAL BUILDING,
11-15 WING WO STREET,
SHEUNG WAN,
HONG KONG.",852,2543-3686,2543-4070,,winboshp@netvigator.com , LOCAL SHIPPING AGENTS
"WING YIP SHIPPING & TRANSPORTATION CO, LTD","WAYLAND HOUSE,
55 SHEK PAI WAN ROAD,
TIN WAN,
ABERDEEN,
HONG KONG.",852,2300-1816,2555-6966,,Wingyip3002@yahoo.com.hk, PASSENGER FERRY SERVICES
WINNER GODOWN LTD,"WINNER GODOWN BLDG.,
1-9 SHA TSUI ROAD,
TSUEN WAN,
HONG KONG.",852,2408-7221,2407-6052,,irene@winnerlogistics.com , GODOWNS & WAREHOUSES
WITECH ENGINEERING (HK) LTD.,"GOOD HARVEST CENTRE ,
33 ON CHUEN ST,
FAN LING,
NEW TERRITORIES,
HONG KONG.",852,2450-3688,2450-3052,,witechfchu@yahoo.com, SHIPYARDS/SHIP REPAIRERS
WM SHIPPING AGENCY (H.K.) LTD.,"EAST EXCHANGE TOWER,
38 LEIGHTON ROAD, 
CAUSEWAY BAY,
HONG KONG.",852,2722-1608,2492-4428,http://www.wmgroup.hk,OPS@WM.COM.HK, SHIPPING COMPANIES
